C1,C2,C3,C4,C5
R32J6428O9AZX,These shoes are awful!! I wore them for the first time yesterday to my office there is gripping or traction to the bottoms I was slipping and sliding on terrazzo or tile floors in my office building almost fell! Not safe!! Do not recommend the purchase of these!!!!,1,2024-06-03,United States
RXM3G45K90XGS,The fabric started fraying on the 2nd day!!!! Will never buy again.,1,2024-10-26,United States
R2OETEDI6F2RC1,The shoe looked great. Nice design. Great feel. But just was not wide enough for my feet,1,2024-08-03,United States
R3N11H958SYCQE,"The base is not rubber, it’s foam, which is very slippery on most floors. I bought and pair and it came dirty and had a fraying on the toe. So I returned it for a replacement pair. Now the replacement pair is going the same after only 2 times wearing them, without hitting them on anything. A cheap shoe, but didn’t expect this ugly fray right after purchase",1,2023-03-12,United States
R2VG1MNRERP2YO,This is a $10 shoe at best! It has no grip on floors. I almost fell several times while walking on tile floors.,1,2024-05-10,United States
R2TSC36DBNHD9F,Cause bleeding feet.,1,2024-07-19,United States
R1T2TREQE4918C,not enough cushion.,1,2024-07-06,United States
R3NH9Z3U8OHX97,Producto de muy baja calidad,1,2024-12-15,United States
RKEVI0GRVSI1P,The soles of these shoes have NO GRIP. Don’t waste your time and money.,1,2023-07-12,United States
R1ZGMH221Q6BGN,"El forro bueno , la suela bastante mala , te resbalas , parece que fomi o un material de baja calidad un día y se desgasto la suela y eso que dice que es para correr ja cosas que no creo lo devolveria si fuera esto como Mercado libre donde devolver las cosas es fácil",1,2024-05-27,United States
RW9V9OT9RG1SV,Don't understand how shoes can be this slippery. Returned right away.,1,2023-01-05,United States
R3DLPBK8I7IBHT,"Estoy tratando de devolver los Blancos mismo estolo misma marca y no le da la opción de devolución. Los quiero devolver porque no son mi talla, quiero ordener un # mas grande",1,2024-08-21,United States
R16GNHDWZGJPW1,"I liked most things, but within my first steps in the shoes I noticed an uncomfortable rubbing on my Achilles tendon in the back of my foot/leg from the shoe. I was wearing ankle socks but they were not high enough to cushion this problem. It would be fine if you wear crew socks.",3,2025-04-02,United States
R2R04KJ7NVXDO3,Look and feel great except where it rubs your Achilles raw in an instant,3,2025-04-09,United States
R2DB2GD2EAQ9BM,"Nice looking and light as a feather. However, even though everything fit right and the laces were tight, my heel kept slipping. Not going to work for me.

UPDATE: The seller reached out to me and offered me a refund, even though the poor fit was no fault of theirs. I appreciated that and would do business with them again.",3,2025-03-04,United States
R1YWR47OB500ZQ,"I first bought a pair of light gray. The tan strip around the soul of the shoe is not tan, it's orange and does not match at all. But they were very comfortable; almost felt like slippers. So I bought a navy blue pair. One of the shoes had glue on the side that would not come off. Returned again for another blue pare. Hopefully 3rd time's a charm.",3,2025-01-09,United States
R26PYZLR4O23DA,It fit was not there and they run very big almost a size up.,3,2025-01-17,United States
R362OP7EPQCKTA,"Update - after I reported my issue, the company rep immediately reached out to me to offer a replacement (different shoe) and a refund. They were super responsive and very helpful. I would give their customer service a 5 star. The new shoe (different model) fit much better and didn't seem to scratch my heels. I got the Bruno Marc Men's KnitFlex Craft Mesh Oxfords Sneakers Casual Dress Lace-Up Lightweight Walking Shoes.
---------
I purchases these walking shoes for our Japan vacation because of all the walking we're planning. Unfortunately, I had to throw these shoes away 2 days into our trip because the back of the shoe kept scraping my heels. I tried to put a bandaid against my heel but that was only temporary. I eventually just threw them out instead of bringing them back to return to Amazon.

They were comfortable for walking but that issue with scraping my heel just was so uncomfortable. I won't buy these again.

Unfortunately, I couldn't even return these as I didn't want to carry them back in our luggage.",3,2024-06-07,United States
R12BP0L8GW2N69,These look great but are not true to size. I bought the size 13s. These run a half inch narrow. You need to go up a size if you don't have a narrow foot,3,2024-12-18,United States
RJA8NWOYNFW58,"I usually wear a 12 in sneakers, so that's what I ordered. It arrived and felt too long and there was way too much space in the toe box causing my foot to slide around and the shoe to be uncomfortable and to feel like I had no traction walking across my wood floors. So I ordered a pair of size 11, the next size down. Those ended up being way too small and my toes were jammed up against the inside of the shoe and the heel and width were uncomfortable as well. I really need an 11.5 but they don't offer the shoe in that size, so I returned both. It's too bad, because I like the color and the overall design of the shoe. They are lightweight and would otherwise be comfortable, especially for spring / summer in Texas. Too bad they don't fit and don't offer a version that fits me proper.",3,2024-02-27,United States
R291N3571XCGRB,Cleaning can be tricky. The main idea is to maintain the white look. Careful when cleaning as the trim is brittle. It cracks and messes up the pristine whiteness look.,3,2024-11-19,United States
R2U3Q908KRYFEP,"I ordered these in 11M (my size) and although they fit well in the toe box, mid foot, and heel, the ankle material is far too loose. The laces are tightened as tight as possible, and even then there is a gap around my ankle the entire way… looks sloppy. Will return as I bought these to wear with chino shorts, not pants.",3,2024-09-20,United States
R3VVUWU1SUI2K7,Low quality but ok,3,2024-11-27,United States
RO83JBINR22PQ,Lowest quality shoes I’ve bought. Very flimsy. Lack support. No cushion in the tongue. Sole very slippery. Not what I expected. I would not buy again.,3,2024-11-07,United States
R36GE21IJXKT5N,"These are great shoes with one exception, the soles. I bought these shoes in January and I really like the style, comfort, and so far the durability. I like them so much I could see myself buying 3 or 4 pair (in different colors) once these wear out. The only thing that will stop me from buying these again is the squeaky sole. They squeak a lot when walking on tile and linoleum, etc... If they fix this issue, they have a returning customer.",3,2024-06-04,United States
R27E09I6M7AQB,"I purchased these shoes almost exactly 1 year ago and have worn them to work (office setting) daily. I wanted to start my review with that comment since it seems like most of the other reviews were written shortly after the shoes were purchased. I don't know about you, but I wouldn't trust reviews from people who have only worn these shoes for a few days. Allow me to give you the real scoop:

These shoes are made CHEAPLY. Nothing wrong with that, but just know they will not hold up like name brand shoes will. There's no such thing as a good deal, you're getting exactly what you're paying for. The soles of these shoes wear down very quickly and the tread becomes smooth and non-existent. This can quickly become a safety issue as the worn down tread makes wet floors feel like an ice skating rink.
Additionally, the fabric behind your heel will quickly wear out and rip (especially if you're slipping the shoes off and on frequently). I found the support to be lackluster and I ended up needing to insert a pair of orthotics.

They're cheap, easy to clean and look decent. However, I will not be buying these again and I'd recommend you avoid them unless you're deliberately looking for a super cheap, low quality shoe. Ignore the 5 star reviews, these are not anywhere near that caliber of shoe.",2,2024-03-31,United States
R2EVC85QOS9KMJ,Since they don’t offer half sizes I had to return. I wear a 10.5 but 11 was way too big and I had to return. Shoes do not come in a box either and were smashed together and kind of messed the form of the shoe up the way they were vacuum sealed in a wrapper. I guess it would straighten out over time and with wearing them.,3,2024-08-07,United States
